attendance_id,dli_number,parade_date,attendance_status,late_status,excused_leave
ATT09292,DLI25SDA000020,2026-03-21,Present,No,No
ATT01285,DLI22SDA000048,2024-11-30,Present,no,No
ATT06384,DLI24SDA000023,2024-10-26,Present,No,NO
ATT00235,DLI22SDA000009,2025-01-05,Present,no,N
ATT00301,DLI22SDA000012,2024-08-24,present,no,no
ATT09887,DLI25SDA000045,2026-01-17,Absent,No,N
ATT09950,DLI25SDA000048,2025-08-24,Absent,no,no
ATT08904,DLI25SDA000004,2026-01-24,Present,no,No
ATT04906,DLI23SDA000063,2026-01-31,present,NO,no
ATT06256,DLI24SDA000020,2026-01-03,Present,N,No
ATT01994,DLI23SDA000003,2024-09-22,Absent,N,Yes
ATT01759,DLI22SDA000066,2024-08-24,PRESENT,No,No
ATT05596,DLI24SDA000007,2026-01-31,Present,No,no
ATT09173,DLI25SDA000015,2026-03-28,ABSENT,N,No
ATT00428,DLI22SDA000016,2025-03-29,Present,no,No
ATT03612,DLI23SDA000036,2026-02-28,Present,No,N
ATT06017,DLI24SDA000016,2024-08-08,Present,NO,No
ATT10911,DLI23SDA009802,2025-04-27,P,yes,N
ATT06398,DLI24SDA000023,2025-05-03,Present,YES,No
ATT01218,DLI22SDA000046,2024-08-17,Present,YES,No
ATT07447,DLI24SDA000044,2024-08-24,Present,NO,no
ATT09894,DLI25SDA000045,2026-04-18,Present,no,No
ATT10389,DLI25SDA000066,2025-12-08,Present,No,no
ATT10303,DLI25SDA000062,2026-04-25,P,N,no
ATT05118,DLI23SDA000068,2024-10-26,Present,no,NO
ATT06753,DLI24SDA000030,2025-04-12,present,NO,no
ATT04281,DLI23SDA000050,2026-01-24,P,N,No
ATT04697,DLI23SDA000059,2025-03-29,Present,NO,No
ATT07999,DLI24SDA000054,2026-04-25,Present,No,N
ATT01265,DLI22SDA000047,2025-03-29,Present,N,No
ATT04686,DLI23SDA000059,2024-10-26,Present,NO,No
ATT09034,DLI25SDA000009,2026-07-11,Present,No,no
ATT10242,DLI25SDA000060,2025-10-05,Absent,NO,No
ATT07180,DLI24SDA000038,2026-03-21,absent,No,no
ATT00726,DLI22SDA000027,2025-04-12,present,no,NO
ATT03140,DLI23SDA000027,2024-08-08,Absent,No,no
ATT10717,DLI26SDA000065,2026-07-11,Present,N,No
ATT08905,DLI25SDA000004,2026-01-31,Present,N,NO
ATT10595,DLI26SDA000024,2026-07-18,present,no,No
ATT04465,DLI23SDA000054,2025-09-21,Present,No,no
ATT09878,DLI25SDA000045,2025-08-24,PRESENT,no,NO
ATT00884,DLI22SDA000033,2025-01-26,Present,No,NO
ATT05263,DLI24SDA000001,2024-10-31,Present,NO,NO
ATT10160,DLI25SDA000056,2026-05-02,PRESENT,NO,No
ATT09334,DLI25SDA000022,2026-01-03,Present,NO,No
ATT05664,DLI24SDA000009,2024-09-08,present,Y,NO
ATT10611,DLI26SDA000029,2026-07-25,PRESENT,No,no
ATT02356,DLI23SDA000010,2025-10-16,Present,NO,NO
ATT09948,DLI25SDA000047,2026-07-25,Present,N,NO
ATT03029,DLI23SDA000024,2025-11-15,Present,No,No
ATT00009,DLI22SDA000001,2024-10-04,Present,NO,No
ATT05719,DLI24SDA000010,2024-10-13,Present,no,No
ATT08363,DLI24SDA000062,2024-08-08,present,no,N
ATT01109,DLI22SDA000042,2024-08-08,A,no,No
ATT07276,DLI24SDA000040,2026-01-03,Absent,N,No
ATT01101,DLI22SDA000041,2025-02-01,Absent,No,no
ATT08918,DLI25SDA000005,2025-08-24,Present,No,No
ATT10552,DLI26SDA000010,2026-07-11,Present,no,N
ATT03877,DLI23SDA000042,2025-01-05,Present,N,NO
ATT08457,DLI24SDA000063,2026-04-18,Present,no,N
ATT00988,DLI22SDA000037,2024-11-30,Present,no,No
ATT02366,DLI23SDA000010,2026-03-28,Absent,N,no
ATT00325,DLI22SDA000013,2024-08-04,Present,No,NO
ATT08227,DLI24SDA000059,2025-01-05,Present,N,N
ATT00641,DLI22SDA000024,2025-01-26,Present,yes,No
ATT00968,DLI22SDA000036,2025-03-29,Present,NO,No
ATT03822,DLI23SDA000041,2024-10-26,Present,No,No
ATT08947,DLI25SDA000006,2025-10-16,Present,no,no
ATT02617,DLI23SDA000016,2024-09-14,absent,no,No
ATT09645,DLI25SDA000035,2025-12-08,Present,Yes,N
ATT02487,DLI23SDA000013,2025-02-01,Present,no,N
ATT01547,DLI22SDA000058,2024-09-22,Present,No,no
ATT09628,DLI25SDA000034,2026-03-21,Present,No,No
ATT01760,DLI22SDA000066,2024-09-01,Present,No,No
ATT01197,DLI22SDA000045,2024-10-04,Present,no,No
ATT04035,DLI23SDA000045,2025-10-05,Present,Y,N
ATT10865,DLI25SDA009720,2026-07-18,A,N,Yes
ATT01021,DLI22SDA000038,2025-03-02,Present,No,N
ATT02473,DLI23SDA000013,2024-09-14,Present,No,no
ATT01927,DLI23SDA000001,2026-01-03,Present,N,No
ATT00248,DLI22SDA000010,2024-09-01,Present,NO,No
ATT07061,DLI24SDA000036,2025-05-03,ABSENT,No,No
ATT04794,DLI23SDA000061,2025-04-12,absent,No,No
ATT05307,DLI24SDA000002,2024-09-08,Present,N,no
ATT10970,DLI25SDA009720,2026-04-25,Absent,Y,N
ATT03911,DLI23SDA000043,2024-09-01,Present,NO,no
ATT05215,DLI23SDA000070,2024-10-31,Present,no,No
ATT00691,DLI22SDA000026,2024-11-30,Present,N,NO
ATT08069,DLI24SDA000056,2024-11-10,present,NO,NO
ATT08749,DLI24SDA000069,2025-09-21,Present,N,no
ATT03243,DLI23SDA000029,2024-10-04,Present,No,no
ATT10910,DLI99SDA009999,2025-10-16,Absent,no,Y
ATT08334,DLI24SDA000061,2025-04-12,A,No,Y
ATT06074,DLI24SDA000017,2024-09-22,Present,NO,no
ATT05493,DLI24SDA000005,2026-01-24,Present,NO,no
ATT06553,DLI24SDA000026,2025-08-17,Present,Y,No
ATT08737,DLI24SDA000069,2025-01-05,Present,NO,N
ATT08336,DLI24SDA000061,2025-05-03,Present,no,NO
ATT10166,DLI25SDA000057,2025-08-24,Present,NO,no
ATT08427,DLI24SDA000063,2024-11-17,Present,NO,no
ATT00949,DLI22SDA000036,2024-08-24,present,no,no
ATT08689,DLI24SDA000068,2025-03-02,Present,no,NO
ATT05635,DLI24SDA000008,2025-08-17,Present,NO,No
ATT00907,DLI22SDA000034,2024-11-30,Present,N,No
ATT00416,DLI22SDA000016,2024-10-20,Present,No,No
ATT09279,DLI25SDA000020,2025-09-06,Present,no,N
ATT02507,DLI23SDA000013,2026-02-08,Present,YES,No
ATT02582,DLI23SDA000015,2025-01-26,Present,No,N
ATT10182,DLI25SDA000057,2026-04-18,Present,N,no
ATT02161,DLI23SDA000006,2025-09-21,Present,no,NO
ATT04842,DLI23SDA000062,2025-04-12,present,No,no
ATT09549,DLI25SDA000031,2025-12-08,Absent,No,NO
ATT07677,DLI24SDA000048,2025-09-06,Present,No,no
ATT07024,DLI24SDA000035,2026-01-31,Present,No,No
ATT05543,DLI24SDA000006,2026-01-17,Absent,No,NO
ATT06491,DLI24SDA000025,2024-12-07,PRESENT,no,No
ATT02459,DLI23SDA000012,2026-02-08,Present,NO,NO
ATT08031,DLI24SDA000055,2025-05-10,Present,N,NO
ATT08320,DLI24SDA000061,2024-10-13,P,No,no
ATT08222,DLI24SDA000059,2024-11-10,Present,N,N
ATT07986,DLI24SDA000054,2025-10-05,Present,No,NO
ATT09144,DLI25SDA000014,2026-01-24,Present,no,No
ATT02286,DLI23SDA000009,2024-10-26,Present,No,no
ATT00458,DLI22SDA000017,2025-05-03,Present,no,no
ATT06824,DLI24SDA000031,2026-03-28,Present,N,No
ATT10253,DLI25SDA000060,2026-03-28,Present,No,No
ATT03482,DLI23SDA000034,2024-09-22,Present,NO,No
ATT06647,DLI24SDA000028,2025-01-26,Present,N,NO
ATT04241,DLI23SDA000049,2026-05-02,Present,No,NO
ATT00672,DLI22SDA000025,2025-04-12,Present,No,no
ATT00513,DLI22SDA000019,2025-05-10,Present,No,no
ATT01976,DLI23SDA000002,2026-01-17,Present,NO,N
ATT05256,DLI24SDA000001,2024-09-08,Absent,NO,no
ATT04054,DLI23SDA000046,2024-08-24,Present,No,N
ATT02683,DLI23SDA000017,2025-04-27,Present,No,No
ATT05415,DLI24SDA000004,2024-10-26,Present,NO,No
ATT01373,DLI22SDA000051,2025-03-29,Present,No,No
ATT08237,DLI24SDA000059,2025-08-24,Present,NO,N
ATT09927,DLI25SDA000047,2025-09-06,Present,no,no
ATT07350,DLI24SDA000042,2024-10-04,P,NO,No
ATT10370,DLI25SDA000065,2026-02-08,PRESENT,N,No
ATT10062,DLI25SDA000052,2026-04-18,Present,No,no
ATT09996,DLI25SDA000049,2026-07-25,Absent,no,No
ATT10095,DLI25SDA000054,2025-09-06,Present,NO,No
ATT02810,DLI23SDA000020,2024-09-22,Present,NO,NO
ATT06280,DLI24SDA000021,2024-10-13,Present,No,NO
ATT02898,DLI23SDA000021,2026-05-17,Present,NO,No
ATT03540,DLI23SDA000035,2024-12-15,Absent,N,Yes
ATT03200,DLI23SDA000028,2024-11-10,Present,No,NO
ATT00433,DLI22SDA000017,2024-08-04,P,NO,no
ATT03745,DLI23SDA000039,2025-09-21,P,NO,No
ATT07348,DLI24SDA000042,2024-09-14,Present,No,no
ATT04482,DLI23SDA000054,2026-05-17,Present,No,NO
ATT04340,DLI23SDA000052,2024-08-08,PRESENT,No,No
ATT10557,DLI26SDA000011,2026-07-25,Present,NO,no
ATT00763,DLI22SDA000029,2024-09-14,Absent,No,NO
ATT06918,DLI24SDA000033,2025-12-08,Present,yes,No
ATT02333,DLI23SDA000010,2024-10-20,Present,No,no
ATT04022,DLI23SDA000045,2025-01-26,Present,No,No
ATT03696,DLI23SDA000038,2025-09-06,PRESENT,No,N
ATT07300,DLI24SDA000041,2024-10-13,Present,NO,N
ATT06788,DLI24SDA000031,2024-09-22,present,No,No
ATT03872,DLI23SDA000042,2024-11-10,Present,NO,No
ATT09718,DLI25SDA000038,2026-01-03,Present,no,No
ATT06421,DLI24SDA000023,2026-07-11,Present,NO,NO
ATT04566,DLI23SDA000056,2025-12-08,Present,N,no
ATT09593,DLI25SDA000033,2025-09-28,Present,no,NO
ATT10097,DLI25SDA000054,2025-09-28,Present,NO,NO
ATT04374,DLI23SDA000052,2025-12-08,Present,No,NO
ATT04209,DLI23SDA000049,2024-11-17,Present,No,No
ATT07680,DLI24SDA000048,2025-10-05,Present,N,No
ATT02009,DLI23SDA000003,2025-03-29,Present,No,No
ATT03836,DLI23SDA000041,2025-05-03,Present,No,N
ATT06217,DLI24SDA000019,2026-07-11,Present,NO,no
ATT07830,DLI24SDA000051,2025-09-06,Present,NO,no
ATT01305,DLI22SDA000049,2024-10-04,Present,no,NO
ATT00642,DLI22SDA000024,2025-02-01,Present,no,No
ATT01726,DLI22SDA000064,2025-04-27,Present,no,No
ATT05740,DLI24SDA000010,2025-09-21,Present,No,N
ATT10619,DLI26SDA000032,2026-07-18,Present,no,NO
ATT08976,DLI25SDA000007,2026-01-24,Present,NO,N
ATT06047,DLI24SDA000016,2025-09-28,Present,NO,no
ATT03126,DLI23SDA000026,2025-12-08,Present,NO,No
ATT08283,DLI24SDA000060,2025-04-12,P,No,NO
ATT04300,DLI23SDA000051,2024-10-13,Present,N,N
ATT03042,DLI23SDA000024,2026-05-17,PRESENT,No,NO
ATT00323,DLI22SDA000012,2025-05-03,present,No,no
ATT09665,DLI25SDA000036,2025-09-28,Present,NO,No
ATT02565,DLI23SDA000015,2024-08-17,Present,no,no
ATT06556,DLI24SDA000026,2025-09-21,PRESENT,Yes,NO
ATT04274,DLI23SDA000050,2025-09-28,Present,N,No
ATT01394,DLI22SDA000052,2024-12-07,Present,no,No
ATT01590,DLI22SDA000059,2025-04-12,P,No,N
ATT05133,DLI23SDA000068,2025-05-10,Present,N,No
ATT04398,DLI23SDA000053,2024-10-26,Present,No,no
ATT03442,DLI23SDA000033,2024-11-30,absent,No,NO
ATT02212,DLI23SDA000007,2025-10-16,Present,N,N
ATT06212,DLI24SDA000019,2026-03-28,Present,N,no
ATT02975,DLI23SDA000023,2025-08-24,present,no,NO
ATT02016,DLI23SDA000003,2025-09-06,Present,NO,No
ATT03539,DLI23SDA000035,2024-12-07,Present,No,N
ATT02304,DLI23SDA000009,2025-09-06,Present,no,NO
ATT04774,DLI23SDA000061,2024-08-24,Present,No,N
ATT02732,DLI23SDA000018,2025-05-03,PRESENT,No,NO
ATT01876,DLI22SDA000070,2024-10-31,PRESENT,No,N
ATT03569,DLI23SDA000035,2026-05-02,Present,NO,NO
ATT05774,DLI24SDA000011,2024-11-10,Present,No,No
ATT09673,DLI25SDA000036,2026-01-31,Present,NO,No
ATT09149,DLI25SDA000014,2026-03-28,Present,N,No
ATT05535,DLI24SDA000006,2025-09-06,Present,N,No
ATT01987,DLI23SDA000003,2024-08-04,Present,N,No
ATT01897,DLI23SDA000001,2024-09-14,Present,N,NO
ATT09602,DLI25SDA000033,2026-02-08,Present,N,NO
ATT10536,DLI26SDA000004,2026-07-25,P,No,N
ATT09538,DLI25SDA000030,2026-07-11,Absent,No,N
ATT08428,DLI24SDA000063,2024-11-30,P,no,no
ATT04754,DLI23SDA000060,2025-09-28,Present,No,no
ATT07900,DLI24SDA000052,2026-07-11,Present,no,No
ATT04743,DLI23SDA000060,2025-02-01,Present,No,NO
ATT09293,DLI25SDA000020,2026-03-28,present,no,N
ATT00640,DLI22SDA000024,2025-01-05,Present,N,No
ATT04288,DLI23SDA000050,2026-04-25,Present,no,No
ATT09033,DLI25SDA000009,2026-05-17,Present,NO,No
ATT07958,DLI24SDA000054,2024-09-01,Present,no,N
ATT05896,DLI24SDA000013,2025-10-16,Present,N,no
ATT01967,DLI23SDA000002,2025-08-24,present,no,No
ATT03733,DLI23SDA000039,2025-01-05,Present,NO,No
ATT08625,DLI24SDA000067,2024-10-04,Present,N,N
ATT07280,DLI24SDA000040,2026-02-08,Present,NO,No
ATT06019,DLI24SDA000016,2024-08-24,Present,no,No
ATT03002,DLI23SDA000024,2024-09-22,Present,NO,NO
ATT07246,DLI24SDA000040,2024-09-14,Present,N,NO
ATT01756,DLI22SDA000066,2024-08-04,Present,no,No
ATT02277,DLI23SDA000009,2024-08-17,Present,No,NO
ATT02520,DLI23SDA000014,2024-09-08,Present,N,no
ATT07833,DLI24SDA000051,2025-10-05,Present,No,No
ATT08158,DLI24SDA000058,2024-08-04,Present,N,N
ATT08434,DLI24SDA000063,2025-03-02,Present,No,No
ATT06943,DLI24SDA000034,2024-10-13,Present,N,N
ATT04734,DLI23SDA000060,2024-10-26,Present,No,No
ATT05455,DLI24SDA000005,2024-08-04,Present,NO,no
ATT08462,DLI24SDA000063,2026-07-18,Present,no,NO
ATT03870,DLI23SDA000042,2024-10-26,Present,N,N
ATT01095,DLI22SDA000041,2024-11-17,present,No,NO
ATT04787,DLI23SDA000061,2024-12-07,Present,no,no
ATT10903,DLI25SDA008947,2026-01-24,Absent,yes,No
ATT00891,DLI22SDA000033,2025-05-10,Present,No,No
ATT10457,DLI25SDA000069,2025-09-28,Present,No,No
ATT06509,DLI24SDA000025,2025-11-15,Present,N,no
ATT01847,DLI22SDA000069,2024-10-20,Present,no,N
ATT07318,DLI24SDA000041,2025-08-17,present,N,no
ATT03394,DLI23SDA000032,2024-11-30,Present,No,N
ATT07818,DLI24SDA000051,2024-12-15,Present,No,NO
ATT09278,DLI25SDA000020,2025-08-24,Present,N,No
ATT04813,DLI23SDA000061,2026-03-21,Present,no,no
ATT01090,DLI22SDA000041,2024-10-13,Absent,NO,yes
ATT01750,DLI22SDA000065,2025-03-02,Present,NO,no
ATT04455,DLI23SDA000054,2025-02-01,Present,N,No
ATT03874,DLI23SDA000042,2024-11-30,Present,No,No
ATT09632,DLI25SDA000034,2026-05-02,Absent,No,No
ATT03927,DLI23SDA000043,2025-02-01,Absent,no,No
ATT05897,DLI24SDA000013,2025-11-15,Present,No,N
ATT04114,DLI23SDA000047,2024-11-30,Present,N,No
ATT06868,DLI24SDA000032,2026-01-03,P,NO,NO
ATT04514,DLI23SDA000055,2025-09-28,Present,N,NO
ATT09419,DLI25SDA000025,2026-07-18,Present,N,NO
ATT09241,DLI25SDA000018,2026-01-31,Present,no,N
ATT03418,DLI23SDA000032,2026-01-31,Present,No,no
ATT02023,DLI23SDA000003,2026-01-03,P,N,NO
ATT05829,DLI24SDA000012,2024-12-15,Present,No,No
ATT08823,DLI25SDA000001,2025-09-06,absent,no,No
ATT05144,DLI23SDA000068,2026-01-17,Absent,NO,No
ATT10085,DLI25SDA000053,2026-03-28,Present,no,N
ATT09626,DLI25SDA000034,2026-02-08,Present,N,NO
ATT02254,DLI23SDA000008,2025-08-17,Present,NO,No
ATT01878,DLI22SDA000070,2024-11-17,Present,Y,No
ATT08340,DLI24SDA000061,2025-09-06,Present,No,no
ATT07137,DLI24SDA000037,2026-07-25,Absent,No,N
ATT04237,DLI23SDA000049,2026-03-21,present,No,No
ATT06388,DLI24SDA000023,2024-11-30,P,Yes,NO
ATT09031,DLI25SDA000009,2026-04-25,Present,N,N
ATT06170,DLI24SDA000019,2024-08-08,Present,No,no
ATT02569,DLI23SDA000015,2024-09-14,Present,NO,N
ATT07077,DLI24SDA000036,2026-02-28,Present,NO,N
ATT08830,DLI25SDA000001,2026-01-03,Present,No,No
ATT02653,DLI23SDA000016,2026-03-21,Present,NO,no
ATT05331,DLI24SDA000002,2025-09-06,Present,no,No
ATT07341,DLI24SDA000041,2026-07-25,Present,YES,N
ATT02039,DLI23SDA000004,2024-09-01,Present,YES,no
ATT00467,DLI22SDA000018,2024-09-22,Present,NO,no
ATT00474,DLI22SDA000018,2024-11-17,PRESENT,NO,No
ATT00812,DLI22SDA000031,2024-08-08,Present,no,No
ATT07710,DLI24SDA000049,2024-10-26,Present,No,No
ATT06394,DLI24SDA000023,2025-03-02,Absent,N,No
ATT00288,DLI22SDA000011,2024-12-15,Present,No,N
ATT01772,DLI22SDA000066,2024-12-07,Present,no,NO
ATT09829,DLI25SDA000043,2025-08-17,Absent,N,N
ATT08887,DLI25SDA000003,2026-04-25,Present,NO,no
ATT04375,DLI23SDA000052,2026-01-03,Present,N,No
ATT00945,DLI22SDA000035,2025-05-10,Present,N,No
ATT03295,DLI23SDA000030,2024-10-31,Present,N,NO
ATT10195,DLI25SDA000058,2025-10-16,PRESENT,No,No
ATT07455,DLI24SDA000044,2024-10-26,Present,no,No
ATT08043,DLI24SDA000055,2026-01-24,Present,NO,no
ATT07573,DLI24SDA000046,2025-08-17,Present,no,No
ATT10633,DLI26SDA000037,2026-07-11,Present,no,No
ATT06378,DLI24SDA000023,2024-09-08,Present,N,No
ATT05715,DLI24SDA000010,2024-09-08,Present,no,NO
ATT02102,DLI23SDA000005,2025-01-26,Absent,No,No
ATT06228,DLI24SDA000020,2024-10-04,Present,No,N
ATT07731,DLI24SDA000049,2025-10-05,P,No,No
ATT10499,DLI25SDA000070,2026-07-18,Present,No,N
ATT10810,DLI23SDA008046,2026-02-08,A,yes,Yes
ATT10458,DLI25SDA000069,2025-10-05,Present,N,No
ATT06235,DLI24SDA000020,2024-11-30,Present,No,No
ATT00784,DLI22SDA000030,2024-08-04,Present,N,N
ATT09245,DLI25SDA000018,2026-03-28,Present,No,No
ATT08404,DLI24SDA000062,2026-03-21,Present,No,no
ATT00372,DLI22SDA000014,2025-02-01,Present,No,No
ATT06458,DLI24SDA000024,2025-11-15,Present,no,No
ATT08382,DLI24SDA000062,2025-02-01,Present,No,N
ATT02601,DLI23SDA000015,2026-01-24,Present,no,No
ATT08219,DLI24SDA000059,2024-10-20,present,N,N
ATT03678,DLI23SDA000038,2024-10-26,P,No,No
ATT01116,DLI22SDA000042,2024-10-04,Present,no,N
ATT02094,DLI23SDA000005,2024-10-26,Present,no,No
ATT00006,DLI22SDA000001,2024-09-08,P,no,no
ATT02819,DLI23SDA000020,2024-12-07,Present,NO,NO
ATT06714,DLI24SDA000029,2025-12-08,Present,no,N
ATT04429,DLI23SDA000053,2026-03-21,Present,No,no
ATT08273,DLI24SDA000060,2024-11-10,PRESENT,N,N
ATT00890,DLI22SDA000033,2025-05-03,Present,no,N
ATT06442,DLI24SDA000024,2025-01-05,PRESENT,No,NO
ATT01387,DLI22SDA000052,2024-10-13,Present,N,No
ATT09477,DLI25SDA000028,2025-12-08,Absent,No,Yes
ATT06813,DLI24SDA000031,2025-10-05,P,No,NO
ATT00186,DLI22SDA000007,2025-04-12,present,no,N
ATT04198,DLI23SDA000049,2024-08-24,Present,no,no
ATT08563,DLI24SDA000065,2026-07-11,Present,NO,no
ATT06230,DLI24SDA000020,2024-10-20,Present,No,NO
ATT02772,DLI23SDA000019,2024-12-15,Present,NO,No
ATT09003,DLI25SDA000008,2026-02-28,Absent,No,no
ATT10953,DLI25SDA009233,2025-01-26,Absent,yes,Y
ATT06940,DLI24SDA000034,2024-09-14,Present,No,No
ATT01881,DLI22SDA000070,2024-12-15,Present,no,No
ATT01892,DLI23SDA000001,2024-08-08,PRESENT,No,No
ATT06404,DLI24SDA000023,2025-09-28,Present,No,No
ATT05512,DLI24SDA000006,2024-09-14,Present,No,NO
ATT09653,DLI25SDA000035,2026-03-28,PRESENT,No,No
ATT04147,DLI23SDA000048,2024-08-04,Absent,NO,No
ATT00771,DLI22SDA000029,2024-11-17,Present,no,NO
ATT02103,DLI23SDA000005,2025-02-01,Present,NO,No
ATT03348,DLI23SDA000031,2024-12-15,Present,No,N
ATT04670,DLI23SDA000058,2026-03-28,Present,No,No
ATT02542,DLI23SDA000014,2025-08-17,Present,No,No
ATT07643,DLI24SDA000047,2026-05-02,Present,NO,No
ATT09059,DLI25SDA000010,2026-07-18,Absent,NO,No
ATT00762,DLI22SDA000029,2024-09-08,Present,no,No
ATT08597,DLI24SDA000066,2025-09-28,Present,no,No
ATT08112,DLI24SDA000057,2024-09-08,Present,N,No
ATT03671,DLI23SDA000038,2024-09-01,PRESENT,no,NO
ATT05561,DLI24SDA000007,2024-09-01,Absent,No,NO
ATT05080,DLI23SDA000067,2025-03-02,Present,No,No
ATT08545,DLI24SDA000065,2025-09-21,Absent,No,NO
ATT06617,DLI24SDA000027,2026-02-08,PRESENT,N,no
ATT04545,DLI23SDA000056,2024-11-17,Present,No,NO
ATT01543,DLI22SDA000058,2024-08-24,Present,No,NO
ATT06185,DLI24SDA000019,2024-12-07,Present,no,no
ATT02936,DLI23SDA000022,2026-01-17,Present,NO,No
ATT01278,DLI22SDA000048,2024-10-04,Present,yes,no
ATT01548,DLI22SDA000058,2024-10-04,Present,no,no
ATT05525,DLI24SDA000006,2025-01-26,Present,N,NO
ATT05411,DLI24SDA000004,2024-09-22,Present,NO,No
ATT00088,DLI22SDA000004,2024-09-14,Present,NO,NO
ATT09466,DLI25SDA000027,2026-07-11,Present,no,No
ATT10054,DLI25SDA000052,2026-01-03,Present,NO,N
ATT02308,DLI23SDA000009,2025-10-16,Absent,No,N
ATT10321,DLI25SDA000063,2026-01-31,Absent,No,No
ATT08497,DLI24SDA000064,2025-10-16,A,NO,Yes
ATT09273,DLI25SDA000019,2026-05-17,Present,NO,no
ATT07546,DLI24SDA000046,2024-08-04,P,No,NO
ATT10186,DLI25SDA000057,2026-07-11,Present,No,no
ATT04601,DLI23SDA000057,2025-03-29,Present,No,NO
ATT06658,DLI24SDA000028,2025-09-21,Present,no,no
ATT02258,DLI23SDA000008,2025-09-28,Present,No,No
ATT02951,DLI23SDA000023,2024-09-01,Present,No,No
ATT07988,DLI24SDA000054,2025-11-15,P,N,no
ATT05036,DLI23SDA000066,2025-05-03,Present,NO,No
ATT08675,DLI24SDA000068,2024-09-22,Present,No,NO
ATT09860,DLI25SDA000044,2025-11-15,Present,NO,N
ATT07072,DLI24SDA000036,2026-01-03,Present,Yes,No
ATT04978,DLI23SDA000065,2024-11-30,Absent,no,no
ATT05741,DLI24SDA000010,2025-09-28,Present,no,no
ATT06313,DLI24SDA000021,2026-03-21,P,NO,N
ATT04974,DLI23SDA000065,2024-10-26,Present,No,No
ATT02334,DLI23SDA000010,2024-10-26,PRESENT,NO,No
ATT03464,DLI23SDA000033,2026-01-17,Present,NO,no
ATT09877,DLI25SDA000045,2025-08-17,P,No,No
ATT07766,DLI24SDA000050,2024-12-07,Present,N,N
ATT07117,DLI24SDA000037,2025-09-21,Present,No,NO
ATT05785,DLI24SDA000011,2025-04-27,Present,NO,no
ATT07049,DLI24SDA000036,2024-11-10,Present,Y,No
ATT03408,DLI23SDA000032,2025-09-06,Present,No,NO
ATT01977,DLI23SDA000002,2026-01-24,PRESENT,no,N
ATT03041,DLI23SDA000024,2026-05-02,Present,No,NO
ATT00690,DLI22SDA000026,2024-11-17,Present,N,No
ATT05538,DLI24SDA000006,2025-10-05,Present,no,no
ATT00930,DLI22SDA000035,2024-10-26,P,No,No
ATT07793,DLI24SDA000050,2026-03-28,Present,NO,No
ATT08638,DLI24SDA000067,2025-03-02,Present,No,N
ATT10118,DLI25SDA000055,2025-08-24,Present,N,No
ATT00391,DLI22SDA000015,2024-10-31,Absent,no,No
ATT04260,DLI23SDA000050,2024-12-15,Present,No,no
ATT07405,DLI24SDA000043,2024-10-31,Present,no,No
ATT00851,DLI22SDA000032,2024-11-10,Present,no,No
ATT00030,DLI22SDA000002,2024-08-17,Present,N,no
ATT04755,DLI23SDA000060,2025-10-05,present,NO,no
ATT08188,DLI24SDA000058,2025-09-21,Present,no,No
ATT10680,DLI26SDA000052,2026-07-25,Present,N,N
ATT00600,DLI22SDA000023,2024-09-08,Present,No,no
ATT08377,DLI24SDA000062,2024-11-30,Present,N,No
ATT09402,DLI25SDA000025,2025-10-05,Present,NO,No
ATT04859,DLI23SDA000062,2026-02-08,Present,no,NO
ATT00543,DLI22SDA000021,2024-08-17,Present,No,No
ATT06294,DLI24SDA000021,2025-04-12,Present,N,No
ATT02137,DLI23SDA000006,2024-09-14,present,No,no
ATT08985,DLI25SDA000007,2026-05-17,Present,NO,No
ATT01257,DLI22SDA000047,2024-11-17,PRESENT,No,No
ATT10471,DLI25SDA000069,2026-04-25,Present,N,NO
ATT01704,DLI22SDA000064,2024-08-17,Absent,no,no
ATT04847,DLI23SDA000062,2025-08-24,Absent,no,No
ATT02660,DLI23SDA000017,2024-08-08,Present,no,NO
ATT04104,DLI23SDA000047,2024-09-08,Present,NO,No
ATT07631,DLI24SDA000047,2025-11-15,Present,no,no
ATT05294,DLI24SDA000001,2026-03-28,Present,No,No
ATT03991,DLI23SDA000044,2026-01-03,Present,No,N
ATT00396,DLI22SDA000015,2024-12-15,Present,No,no
ATT09951,DLI25SDA000048,2025-09-06,Present,N,No
ATT10351,DLI25SDA000064,2026-04-25,Present,No,no
ATT09755,DLI25SDA000039,2026-07-18,Present,No,no
ATT00614,DLI22SDA000023,2025-01-26,Absent,No,no
ATT04911,DLI23SDA000063,2026-04-18,Present,NO,No
ATT09586,DLI25SDA000032,2026-07-11,Present,NO,N
ATT08087,DLI24SDA000056,2025-09-28,PRESENT,no,no
ATT00063,DLI22SDA000003,2024-10-04,Present,No,no
ATT02497,DLI23SDA000013,2025-09-21,Present,NO,No
ATT09601,DLI25SDA000033,2026-01-31,PRESENT,no,No
ATT07019,DLI24SDA000035,2025-11-15,Present,No,N
ATT02945,DLI23SDA000022,2026-05-02,present,N,No
ATT00121,DLI22SDA000005,2024-10-31,P,No,NO
ATT00653,DLI22SDA000025,2024-09-01,Present,Y,no
ATT02585,DLI23SDA000015,2025-03-29,Absent,no,NO
ATT07688,DLI24SDA000048,2026-02-08,Present,NO,N
ATT07899,DLI24SDA000052,2026-05-17,Present,NO,No
ATT05386,DLI24SDA000003,2025-10-16,Absent,no,No
